Sets_Ops/sec	Sets_Hits/sec	Sets_Misses/sec	Sets_Avg_Latency	Sets_p50_Latency	Sets_p99_Latency	Sets_p100_Latency	Sets_KB/sec	Gets_Ops/sec	Gets_Hits/sec	Gets_Misses/sec	Gets_Avg_Latency	Gets_p50_Latency	Gets_p99_Latency	Gets_p100_Latency	Gets_KB/sec	Waits_Ops/sec	Waits_Hits/sec	Waits_Misses/sec	Waits_Avg_Latency	Waits_p50_Latency	Waits_p99_Latency	Waits_p100_Latency	Waits_KB/sec	Totals_Ops/sec	Totals_Hits/sec	Totals_Misses/sec	Totals_Avg_Latency	Totals_p50_Latency	Totals_p99_Latency	Totals_p100_Latency	Totals_KB/sec
33514.71			0.029	3665.67	33514.71	49.74	33464.97	0.028	1181.7	0			0		67029.42	49.74	33464.97	0.028	4847.37												
33393.24			0.029	3652.39	33393.24	49.56	33343.69	0.028	1177.42	0			0		66786.48	49.56	33343.69	0.029	4829.8												
33348.76			0.029	3647.52	33348.76	49.49	33299.27	0.028	1175.85	0			0		66697.52	49.49	33299.27	0.029	4823.37												
34218.63			0.028	3742.66	34218.63	50.78	34167.85	0.028	1206.52	0			0		68437.26	50.78	34167.85	0.028	4949.18												
33035.35			0.029	3613.24	33035.35	49.02	32986.32	0.028	1164.8	0			0		66070.69	49.02	32986.32	0.029	4778.04												
34157.21			0.028	3735.94	34157.21	50.69	34106.52	0.028	1204.35	0			0		68314.41	50.69	34106.52	0.028	4940.3												
33879.01			0.029	3705.52	33879.01	50.28	33828.73	0.028	1194.54	0			0		67758.01	50.28	33828.73	0.028	4900.06												
34206.72			0.028	3741.36	34206.72	50.76	34155.95	0.028	1206.1	0			0		68413.43	50.76	34155.95	0.028	4947.46												
34282.36			0.028	3749.63	34282.36	50.88	34231.48	0.027	1208.77	0			0		68564.71	50.88	34231.48	0.028	4958.4												
33539.93			0.029	3668.43	33539.93	49.77	33490.16	0.028	1182.59	0			0		67079.87	49.77	33490.16	0.029	4851.02												
33707.11			0.029	3686.72	33707.11	50.02	33657.09	0.028	1188.48	0			0		67414.22	50.02	33657.09	0.028	4875.2												
33717.95			0.029	3687.9	33717.95	50.04	33667.91	0.028	1188.87	0			0		67435.9	50.04	33667.91	0.028	4876.77												
33617.64			0.029	3676.93	33617.64	49.89	33567.75	0.028	1185.33	0			0		67235.28	49.89	33567.75	0.028	4862.26												
33543.42			0.029	3668.81	33543.42	49.78	33493.64	0.028	1182.71	0			0		67086.84	49.78	33493.64	0.028	4851.52												
33807.46			0.029	3697.69	33807.46	50.17	33757.29	0.028	1192.02	0			0		67614.92	50.17	33757.29	0.028	4889.71												
33417.97			0.029	3655.09	33417.97	49.59	33368.38	0.028	1178.29	0			0		66835.94	49.59	33368.38	0.029	4833.38												
33781.59			0.029	3694.86	33781.59	50.13	33731.46	0.028	1191.11	0			0		67563.19	50.13	33731.46	0.028	4885.97												
33962.68			0.029	3714.67	33962.68	50.4	33912.28	0.028	1197.5	0			0		67925.36	50.4	33912.28	0.028	4912.16												
34058.66			0.029	3725.17	34058.66	50.54	34008.12	0.028	1200.88	0			0		68117.32	50.54	34008.12	0.028	4926.05												
33766.72			0.029	3693.24	33766.72	50.11	33716.61	0.028	1190.59	0			0		67533.44	50.11	33716.61	0.028	4883.82												
34094.37			0.028	3729.07	34094.37	50.6	34043.77	0.028	1202.14	0			0		68188.74	50.6	34043.77	0.028	4931.21												
33675.17			0.029	3683.22	33675.17	49.97	33625.2	0.028	1187.36	0			0		67350.35	49.97	33625.2	0.028	4870.58												
32794.59			0.03	3586.91	32794.59	48.67	32745.92	0.029	1156.31	0			0		65589.18	48.67	32745.92	0.029	4743.22												
34048.68			0.029	3724.07	34048.68	50.53	33998.15	0.028	1200.53	0			0		68097.36	50.53	33998.15	0.028	4924.6												
34098.26			0.028	3729.5	34098.26	50.67	34047.59	0.028	1202.28	0			0		68196.52	50.67	34047.59	0.028	4931.78												
33849.74			0.029	3702.31	33849.74	50.23	33799.5	0.028	1193.51	0			0		67699.47	50.23	33799.5	0.028	4895.83												
33632.37			0.029	3678.54	33632.37	49.91	33582.46	0.028	1185.85	0			0		67264.74	49.91	33582.46	0.028	4864.39												
33549.8			0.029	3669.51	33549.8	49.79	33500.01	0.028	1182.94	0			0		67099.6	49.79	33500.01	0.029	4852.45												
33947.59			0.029	3713.02	33947.59	50.38	33897.21	0.028	1196.96	0			0		67895.18	50.38	33897.21	0.028	4909.98												
33769.27			0.029	3693.51	33769.27	50.11	33719.16	0.028	1190.68	0			0		67538.54	50.11	33719.16	0.028	4884.19												
34133.96			0.028	3733.4	34133.96	50.65	34083.3	0.028	1203.53	0			0		68267.91	50.65	34083.3	0.028	4936.94												
34021.81			0.028	3721.14	34021.81	50.49	33971.32	0.028	1199.58	0			0		68043.62	50.49	33971.32	0.028	4920.72												
34124.42			0.028	3732.36	34124.42	50.64	34073.78	0.028	1203.2	0			0		68248.84	50.64	34073.78	0.028	4935.56												
33692.75			0.029	3685.14	33692.75	50	33642.75	0.028	1187.98	0			0		67385.49	50	33642.75	0.028	4873.12												
34243.36			0.028	3745.37	34243.36	50.82	34192.54	0.027	1207.39	0			0		68486.72	50.82	34192.54	0.028	4952.76												
34046.61			0.029	3723.85	34046.61	50.53	33996.09	0.028	1200.45	0			0		68093.22	50.53	33996.09	0.028	4924.3												
34129.3			0.028	3732.89	34129.3	50.65	34078.65	0.028	1203.37	0			0		68258.59	50.65	34078.65	0.028	4936.26												
33882.96			0.029	3705.95	33882.96	50.28	33832.68	0.028	1194.68	0			0		67765.92	50.28	33832.68	0.028	4900.63												
34205.43			0.028	3741.22	34205.43	50.76	34154.67	0.027	1206.05	0			0		68410.86	50.76	34154.67	0.028	4947.27												
34399.85			0.028	3762.48	34399.85	51.05	34348.8	0.027	1212.91	0			0		68799.7	51.05	34348.8	0.028	4975.39												
33620.73			0.029	3677.27	33620.73	49.89	33570.84	0.028	1185.44	0			0		67241.47	49.89	33570.84	0.028	4862.71												
34650.91			0.028	3789.94	34650.91	51.42	34599.49	0.027	1221.76	0			0		69301.83	51.42	34599.49	0.028	5011.71												
33558.56			0.029	3670.47	33558.56	49.8	33508.76	0.028	1183.25	0			0		67117.12	49.8	33508.76	0.029	4853.71												
34295.99			0.028	3751.12	34295.99	50.9	34245.09	0.027	1209.25	0			0		68591.97	50.9	34245.09	0.028	4960.37												
33933.75			0.029	3711.5	33933.75	50.36	33883.4	0.028	1196.48	0			0		67867.51	50.36	33883.4	0.028	4907.98												
34025.99			0.029	3721.59	34025.99	50.49	33975.49	0.028	1199.73	0			0		68051.98	50.49	33975.49	0.028	4921.32												
33274.54			0.029	3639.4	33274.54	49.38	33225.16	0.028	1173.23	0			0		66549.08	49.38	33225.16	0.029	4812.63												
33659.99			0.029	3681.56	33659.99	49.95	33610.04	0.028	1186.82	0			0		67319.98	49.95	33610.04	0.028	4868.38												
33657.73			0.029	3681.31	33657.73	49.95	33607.79	0.028	1186.74	0			0		67315.47	49.95	33607.79	0.028	4868.06												
33988.47			0.029	3717.49	33988.47	50.44	33938.03	0.028	1198.4	0			0		67976.94	50.44	33938.03	0.028	4915.89												
33284.12			0.029	3640.45	33284.12	49.39	33234.73	0.028	1173.57	0			0		66568.24	49.39	33234.73	0.029	4814.02												
32968.7			0.029	3605.95	32968.7	48.93	32919.77	0.028	1162.45	0			0		65937.39	48.93	32919.77	0.029	4768.4												
34012.3			0.029	3720.1	34012.3	50.47	33961.82	0.028	1199.24	0			0		68024.6	50.47	33961.82	0.028	4919.34												
33926.97			0.029	3710.76	33926.97	50.35	33876.63	0.028	1196.24	0			0		67853.95	50.35	33876.63	0.028	4907												
33730.92			0.029	3689.32	33730.92	50.06	33680.86	0.028	1189.32	0			0		67461.83	50.06	33680.86	0.028	4878.64												
33980.39			0.029	3716.61	33980.39	50.43	33929.97	0.028	1198.12	0			0		67960.79	50.43	33929.97	0.028	4914.73												
33665.07			0.029	3682.12	33665.07	49.96	33615.11	0.028	1187	0			0		67330.15	49.96	33615.11	0.028	4869.12												
33277.59			0.029	3639.74	33277.59	49.38	33228.2	0.028	1173.34	0			0		66555.18	49.38	33228.2	0.029	4813.08												
33642.32			0.029	3679.63	33642.32	49.93	33592.39	0.028	1186.2	0			0		67284.63	49.93	33592.39	0.028	4865.83												
34065.58			0.029	3725.92	34065.58	50.55	34015.03	0.028	1201.12	0			0		68131.17	50.55	34015.03	0.028	4927.05												
34216.08			0.028	3742.38	34216.08	50.78	34165.31	0.027	1206.43	0			0		68432.17	50.78	34165.31	0.028	4948.81												
33871.97			0.029	3704.75	33871.97	50.27	33821.7	0.028	1194.3	0			0		67743.94	50.27	33821.7	0.028	4899.04												
