Sets_Ops/sec,Sets_Hits/sec,Sets_Misses/sec,Sets_Avg_Latency,Sets_p50_Latency,Sets_p99_Latency,Sets_p100_Latency,Sets_KB/sec,Gets_Ops/sec,Gets_Hits/sec,Gets_Misses/sec,Gets_Avg_Latency,Gets_p50_Latency,Gets_p99_Latency,Gets_p100_Latency,Gets_KB/sec,Waits_Ops/sec,Waits_Hits/sec,Waits_Misses/sec,Waits_Avg_Latency,Waits_p50_Latency,Waits_p99_Latency,Waits_p100_Latency,Waits_KB/sec,Totals_Ops/sec,Totals_Hits/sec,Totals_Misses/sec,Totals_Avg_Latency,Totals_p50_Latency,Totals_p99_Latency,Totals_p100_Latency,Totals_KB/sec
23991.34,,,0.044,1874.32,23991.34,0,23991.34,0.037,843.45,0,,,0,,47982.69,0,23991.34,0.041,2717.77,,,,,,,,,,,,
19136.7,,,0.054,1495.06,19136.7,0,19136.7,0.047,672.77,0,,,0,,38273.41,0,19136.7,0.05,2167.83,,,,,,,,,,,,
22.95,,,56.98,1.79,22.95,0,22.95,30.067,0.81,0,,,0,,45.91,0,22.95,43.524,2.6,,,,,,,,,,,,
22761.67,,,0.045,1778.26,22761.67,0,22761.67,0.038,800.22,0,,,0,,45523.35,0,22761.67,0.041,2578.47,,,,,,,,,,,,
19.09,,,65.009,1.49,19.09,0,19.09,39.617,0.67,0,,,0,,38.18,0,19.09,52.313,2.16,,,,,,,,,,,,
22832.61,,,0.046,1783.8,22832.61,0,22832.61,0.038,802.71,0,,,0,,45665.23,0,22832.61,0.042,2586.51,,,,,,,,,,,,
23451.94,,,0.044,1832.18,23451.94,0,23451.94,0.037,824.48,0,,,0,,46903.88,0,23451.94,0.041,2656.66,,,,,,,,,,,,
23666.51,,,0.045,1848.95,23666.51,0,23666.51,0.037,832.03,0,,,0,,47333.02,0,23666.51,0.041,2680.97,,,,,,,,,,,,
23173.84,,,0.044,1810.46,23173.84,0,23173.84,0.038,814.71,0,,,0,,46347.69,0,23173.84,0.041,2625.16,,,,,,,,,,,,
22564.3,,,0.046,1762.84,22564.3,0,22564.3,0.038,793.28,0,,,0,,45128.59,0,22564.3,0.042,2556.11,,,,,,,,,,,,
15425.27,,,0.069,1205.1,15425.27,0,15425.27,0.061,542.29,0,,,0,,30850.53,0,15425.27,0.065,1747.39,,,,,,,,,,,,
22590.09,,,0.047,1764.85,22590.09,0,22590.09,0.04,794.18,0,,,0,,45180.18,0,22590.09,0.043,2559.03,,,,,,,,,,,,
27.75,,,46.346,2.17,27.75,0,27.75,26.233,0.98,0,,,0,,55.51,0,27.75,36.29,3.14,,,,,,,,,,,,
24318.71,,,0.042,1899.9,24318.71,0,24318.71,0.036,854.95,0,,,0,,48637.42,0,24318.71,0.039,2754.85,,,,,,,,,,,,
18.66,,,68.546,1.46,18.66,0,18.66,38.589,0.66,0,,,0,,37.31,0,18.66,53.568,2.11,,,,,,,,,,,,
23316.76,,,0.044,1821.62,23316.76,0,23316.76,0.037,819.73,0,,,0,,46633.53,0,23316.76,0.04,2641.35,,,,,,,,,,,,
25697.63,,,0.042,2007.63,25697.63,0,25697.63,0.036,903.43,0,,,0,,51395.25,0,25697.63,0.039,2911.06,,,,,,,,,,,,
24704.84,,,0.043,1930.07,24704.84,0,24704.84,0.037,868.53,0,,,0,,49409.68,0,24704.84,0.04,2798.6,,,,,,,,,,,,
23939.94,,,0.044,1870.31,23939.94,0,23939.94,0.037,841.64,0,,,0,,47879.88,0,23939.94,0.04,2711.95,,,,,,,,,,,,
22455.26,,,0.046,1754.32,22455.26,0,22455.26,0.038,789.44,0,,,0,,44910.52,0,22455.26,0.042,2543.76,,,,,,,,,,,,
23920.76,,,0.043,1868.81,23920.76,0,23920.76,0.037,840.96,0,,,0,,47841.51,0,23920.76,0.04,2709.77,,,,,,,,,,,,
21703.56,,,0.047,1695.59,21703.56,0,21703.56,0.041,763.02,0,,,0,,43407.11,0,21703.56,0.044,2458.61,,,,,,,,,,,,
23351.28,,,0.045,1824.32,23351.28,0,23351.28,0.037,820.94,0,,,0,,46702.57,0,23351.28,0.041,2645.26,,,,,,,,,,,,
19.19,,,68.102,1.5,19.19,0,19.19,36.089,0.67,0,,,0,,38.38,0,19.19,52.095,2.17,,,,,,,,,,,,
23233.82,,,0.045,1815.14,23233.82,0,23233.82,0.037,816.81,0,,,0,,46467.65,0,23233.82,0.041,2631.96,,,,,,,,,,,,
22135.6,,,0.048,1729.34,22135.6,0,22135.6,0.039,778.2,0,,,0,,44271.2,0,22135.6,0.043,2507.55,,,,,,,,,,,,
20133,,,0.051,1572.89,20133,0,20133,0.045,707.8,0,,,0,,40266,0,20133,0.048,2280.69,,,,,,,,,,,,
18.66,,,68.256,1.46,18.66,0,18.66,38.741,0.66,0,,,0,,37.32,0,18.66,53.499,2.11,,,,,,,,,,,,
23103.39,,,0.044,1804.95,23103.39,0,23103.39,0.038,812.23,0,,,0,,46206.77,0,23103.39,0.041,2617.18,,,,,,,,,,,,
22872.3,,,0.045,1786.9,22872.3,0,22872.3,0.038,804.1,0,,,0,,45744.61,0,22872.3,0.041,2591,,,,,,,,,,,,
24594.74,,,0.043,1921.46,24594.74,0,24594.74,0.035,864.66,0,,,0,,49189.48,0,24594.74,0.039,2786.12,,,,,,,,,,,,
24484.6,,,0.042,1912.86,24484.6,0,24484.6,0.037,860.79,0,,,0,,48969.2,0,24484.6,0.039,2773.65,,,,,,,,,,,,
19.02,,,68.066,1.49,19.02,0,19.02,37.228,0.67,0,,,0,,38.04,0,19.02,52.647,2.15,,,,,,,,,,,,
18.88,,,67.558,1.48,18.88,0,18.88,38.34,0.66,0,,,0,,37.77,0,18.88,52.949,2.14,,,,,,,,,,,,
21216.83,,,0.049,1657.56,21216.83,0,21216.83,0.042,745.9,0,,,0,,42433.65,0,21216.83,0.045,2403.47,,,,,,,,,,,,
20007.12,,,0.052,1563.06,20007.12,0,20007.12,0.044,703.38,0,,,0,,40014.25,0,20007.12,0.048,2266.43,,,,,,,,,,,,
22109.95,,,0.047,1727.34,22109.95,0,22109.95,0.039,777.3,0,,,0,,44219.91,0,22109.95,0.043,2504.64,,,,,,,,,,,,
